id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
3849,04/04/2010,2010-04-04,Campeonato Carioca,Duque de Caxias,fora,4,3,,Vagner Mancini
3850,11/04/2010,2010-04-11,Campeonato Carioca,Flamengo,fora,1,2,,Vagner Mancini
3851,14/04/2010,2010-04-14,Copa do Brasil,Corinthians-PR,fora,1,0,,Vagner Mancini
3852,21/04/2010,2010-04-21,Copa do Brasil,Corinthians-PR,casa,2,1,,Vagner Mancini
3853,28/04/2010,2010-04-28,Copa do Brasil,Vitória-BA,fora,0,2,,Vagner Mancini
3854,05/05/2010,2010-05-05,Copa do Brasil,Vitória-BA,casa,3,1,,Vagner Mancini
3855,09/05/2010,2010-05-09,Campeonato Brasileiro Serie A,Atlético-MG,fora,1,2,,Vagner Mancini
3856,16/05/2010,2010-05-16,Campeonato Brasileiro Serie A,Palmeiras-SP,casa,0,0,,Vagner Mancini
3857,23/05/2010,2010-05-23,Campeonato Brasileiro Serie A,Avaí-SC,fora,0,2,,Vagner Mancini
3858,27/05/2010,2010-05-27,Campeonato Brasileiro Serie A,Internacional-RS,casa,3,2,,Vagner Mancini
3859,30/05/2010,2010-05-30,Campeonato Brasileiro Serie A,Botafogo-RJ,fora,1,1,,Vagner Mancini
3860,03/06/2010,2010-06-03,Campeonato Brasileiro Serie A,Guarani-SP,casa,0,1,,Vagner Mancini
3861,06/06/2010,2010-06-06,Campeonato Brasileiro Serie A,Santos-SP,fora,0,4,,Vagner Mancini
3862,30/06/2010,2010-06-30,Copa da Hora,Avaí-SC,casa,3,1,,Vagner Mancini
3863,03/07/2010,2010-07-03,Copa da Hora,Grêmio-RS,fora,0,3,,PC Gusmão
3864,05/07/2010,2010-07-05,Copa da Hora,Coritiba-PR,casa,3,2,,PC Gusmão
3865,14/07/2010,2010-07-14,Campeonato Brasileiro Serie A,Goiás-GO,fora,0,0,,PC Gusmão
3866,17/07/2010,2010-07-17,Campeonato Brasileiro Serie A,Atlético-PR,casa,3,1,,PC Gusmão
3867,21/07/2010,2010-07-21,Campeonato Brasileiro Serie A,Grêmio-RS,fora,1,1,,PC Gusmão
3868,24/07/2010,2010-07-24,Campeonato Brasileiro Serie A,Atlético-GO,casa,2,0,,PC Gusmão
3869,01/08/2010,2010-08-01,Campeonato Brasileiro Serie A,Flamengo-RJ,fora,0,0,,PC Gusmão
3870,08/08/2010,2010-08-08,Campeonato Brasileiro Serie A,Vitória-BA,casa,1,0,,PC Gusmão
3871,15/08/2010,2010-08-15,Campeonato Brasileiro Serie A,Prudente-SP,fora,2,1,,PC Gusmão
3872,22/08/2010,2010-08-22,Campeonato Brasileiro Serie A,Fluminense-RJ,casa,2,2,,PC Gusmão
3873,25/08/2010,2010-08-25,Campeonato Brasileiro Serie A,São Paulo-SP,fora,0,0,,PC Gusmão
3874,28/08/2010,2010-08-28,Campeonato Brasileiro Serie A,Cruzeiro-MG,casa,1,1,,PC Gusmão
3875,04/09/2010,2010-09-04,Campeonato Brasileiro Serie A,Ceará-CE,fora,2,0,,PC Gusmão
3876,09/09/2010,2010-09-09,Campeonato Brasileiro Serie A,Atlético-MG,casa,1,1,,PC Gusmão
3877,12/09/2010,2010-09-12,Campeonato Brasileiro Serie A,Palmeiras-SP,fora,0,0,,PC Gusmão
3878,16/09/2010,2010-09-16,Campeonato Brasileiro Serie A,Avaí-SC,casa,1,1,,PC Gusmão
3879,19/09/2010,2010-09-19,Campeonato Brasileiro Serie A,Internacional-RS,fora,0,1,,PC Gusmão
3880,22/09/2010,2010-09-22,Campeonato Brasileiro Serie A,Botafogo-RJ,casa,2,2,,PC Gusmão
3881,25/09/2010,2010-09-25,Campeonato Brasileiro Serie A,Guarani-SP,fora,0,1,,PC Gusmão
3882,28/09/2010,2010-09-28,Campeonato Brasileiro Serie A,Santos-SP,casa,3,1,,PC Gusmão
3883,01/10/2010,2010-10-01,Campeonato Brasileiro Serie A,Goiás-GO,casa,3,2,,PC Gusmão
3884,06/10/2010,2010-10-06,Campeonato Brasileiro Serie A,Atlético-PR,fora,0,0,,PC Gusmão
3885,09/10/2010,2010-10-09,Campeonato Brasileiro Serie A,Grêmio-RS,casa,3,3,,PC Gusmão
3886,13/10/2010,2010-10-13,Campeonato Brasileiro Serie A,Corinthians-SP,casa,2,0,,PC Gusmão
3887,17/10/2010,2010-10-17,Campeonato Brasileiro Serie A,Atlético-GO,fora,0,2,,Joel Santana
3888,24/10/2010,2010-10-24,Campeonato Brasileiro Serie A,Flamengo-RJ,casa,1,1,,Joel Santana
3889,30/10/2010,2010-10-30,Campeonato Brasileiro Serie A,Vitória-BA,fora,2,4,,Joel Santana
3890,04/11/2010,2010-11-04,Campeonato Brasileiro Serie A,Prudente-SP,casa,2,1,,Joel Santana
3891,07/11/2010,2010-11-07,Campeonato Brasileiro Serie A,Fluminense-RJ,fora,0,1,,Joel Santana
3892,14/11/2010,2010-11-14,Campeonato Brasileiro Serie A,São Paulo-SP,casa,1,1,,Joel Santana
3893,17/11/2010,2010-11-17,Amistoso,Santos-SP,casa,1,0,,Joel Santana
3894,21/11/2010,2010-11-21,Campeonato Brasileiro Serie A,Cruzeiro-MG,fora,1,3,,Joel Santana
3895,28/11/2010,2010-11-28,Campeonato Brasileiro Serie A,Corinthians-SP,fora,0,2,,Joel Santana
3896,05/12/2010,2010-12-05,Campeonato Brasileiro Serie A,Ceará-CE,casa,2,0,,Joel Santana
