id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
3728,05/08/2012,2012-08-05,Campeonato Brasileiro Serie A,Corinthians,casa,0,0,,Cristóvão Borges
3729,08/08/2012,2012-08-08,Campeonato Brasileiro Serie A,Sport,fora,2,0,,Cristóvão Borges
3730,12/08/2012,2012-08-12,Campeonato Brasileiro Serie A,Atlético-MG,fora,0,1,,Cristóvão Borges
3731,16/08/2012,2012-08-16,Campeonato Brasileiro Serie A,Coritiba,casa,2,2,,Cristóvão Borges
3732,19/08/2012,2012-08-19,Campeonato Brasileiro Serie A,Flamengo,fora,0,1,,Cristóvão Borges
3733,25/08/2012,2012-08-25,Campeonato Brasileiro Serie A,Fluminense,casa,1,2,,Cristóvão Borges
3734,29/08/2012,2012-08-29,Campeonato Brasileiro Serie A,Grêmio,fora,0,2,,Cristóvão Borges
3735,01/09/2012,2012-09-01,Campeonato Brasileiro Serie A,Portuguesa,casa,2,0,,Cristóvão Borges
3736,05/09/2012,2012-09-05,Campeonato Brasileiro Serie A,Náutico,fora,1,1,,Cristóvão Borges
3737,09/09/2012,2012-09-09,Campeonato Brasileiro Serie A,Bahia,casa,0,4,,Cristóvão Borges
3738,12/09/2012,2012-09-12,Campeonato Brasileiro Serie A,Palmeiras,casa,3,1,,Cristóvão Borges
3739,16/09/2012,2012-09-16,Campeonato Brasileiro Serie A,Cruzeiro,fora,1,1,,Cristóvão Borges
3740,23/09/2012,2012-09-23,Campeonato Brasileiro Serie A,Ponte Preta,fora,0,0,,Cristóvão Borges
3741,29/09/2012,2012-09-29,Campeonato Brasileiro Serie A,Figueirense,casa,3,1,,Cristóvão Borges
3742,06/10/2012,2012-10-06,Campeonato Brasileiro Serie A,Atlético-GO,fora,1,0,,Marcelo Oliveira
3743,10/10/2012,2012-10-10,Campeonato Brasileiro Serie A,São Paulo,casa,0,2,,Marcelo Oliveira
3744,14/10/2012,2012-10-14,Campeonato Brasileiro Serie A,Santos,fora,0,2,,Marcelo Oliveira
3745,18/10/2012,2012-10-18,Campeonato Brasileiro Serie A,Botafogo,fora,2,3,,Marcelo Oliveira
3746,24/10/2012,2012-10-24,Campeonato Brasileiro Serie A,Internacional,casa,1,2,,Marcelo Oliveira
3747,27/10/2012,2012-10-27,Campeonato Brasileiro Serie A,Corinthians,fora,0,1,,Marcelo Oliveira
3748,04/11/2012,2012-11-04,Campeonato Brasileiro Serie A,Sport,casa,0,3,,Marcelo Oliveira
3749,11/11/2012,2012-11-11,Campeonato Brasileiro Serie A,Atlético-MG,casa,1,1,,Marcelo Oliveira
3750,17/11/2012,2012-11-17,Campeonato Brasileiro Serie A,Coritiba,fora,2,1,,Marcelo Oliveira
3751,24/11/2012,2012-11-24,Campeonato Brasileiro Serie A,Flamengo,casa,1,1,,Marcelo Oliveira
3752,02/12/2012,2012-12-02,Campeonato Brasileiro Serie A,Fluminense,fora,2,1,,Marcelo Oliveira
