id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
3389,24/05/2016,2016-05-24,Campeonato Brasileiro Serie B,Vila Nova,fora,2,0,,Jorginho
3390,28/05/2016,2016-05-28,Campeonato Brasileiro Serie B,Bahia,casa,4,3,,Jorginho
3391,31/05/2016,2016-05-31,Campeonato Brasileiro Serie B,Oeste,fora,1,1,,Jorginho
3392,04/06/2016,2016-06-04,Campeonato Brasileiro Serie B,Goiás,casa,1,0,,Jorginho
3393,07/06/2016,2016-06-07,Campeonato Brasileiro Serie B,Joinville,fora,2,0,,Jorginho
3394,11/06/2016,2016-06-11,Campeonato Brasileiro Serie B,Atlético-GO,fora,1,2,,Jorginho
3395,14/06/2016,2016-06-14,Campeonato Brasileiro Serie B,Náutico,casa,3,2,,Jorginho
3396,18/06/2016,2016-06-18,Campeonato Brasileiro Serie B,Paysandu,casa,0,2,,Jorginho
3397,21/06/2016,2016-06-21,Campeonato Brasileiro Serie B,Londrina,fora,1,0,,Jorginho
3398,25/06/2016,2016-06-25,Campeonato Brasileiro Serie B,CRB,fora,2,1,,Jorginho
3399,28/06/2016,2016-06-28,Campeonato Brasileiro Serie B,Paraná,casa,1,2,,Jorginho
3400,02/07/2016,2016-07-02,Campeonato Brasileiro Serie B,Avaí,fora,1,2,,Jorginho
3401,09/07/2016,2016-07-09,Campeonato Brasileiro Serie B,Brasil,casa,2,0,,Jorginho
3402,13/07/2016,2016-07-13,Copa do Brasil,Santa Cruz,casa,1,1,,Jorginho
3403,16/07/2016,2016-07-16,Campeonato Brasileiro Serie B,Luverdense,fora,1,1,,Jorginho
3404,20/07/2016,2016-07-20,Copa do Brasil,Santa Cruz,fora,3,2,,Jorginho
3405,23/07/2016,2016-07-23,Campeonato Brasileiro Serie B,Bragantino,casa,2,1,,Jorginho
3406,30/07/2016,2016-07-30,Campeonato Brasileiro Serie B,Criciúma,casa,2,1,,Jorginho
3407,02/08/2016,2016-08-02,Campeonato Brasileiro Serie B,Ceará,fora,0,0,,Jorginho
3408,20/08/2016,2016-08-20,Campeonato Brasileiro Serie B,Sampaio Corrêa,casa,1,1,,Jorginho
3409,24/08/2016,2016-08-24,Copa do Brasil,Santos,fora,1,3,,Jorginho
3410,27/08/2016,2016-08-27,Campeonato Brasileiro Serie B,Tupi,fora,2,2,,Jorginho
3411,30/08/2016,2016-08-30,Campeonato Brasileiro Serie B,Vila Nova,casa,1,2,,Jorginho
3412,03/09/2016,2016-09-03,Campeonato Brasileiro Serie B,Bahia,fora,0,1,,Jorginho
3413,10/09/2016,2016-09-10,Campeonato Brasileiro Serie B,Oeste,casa,3,2,,Jorginho
3414,13/09/2016,2016-09-13,Campeonato Brasileiro Serie B,Goiás,fora,1,1,,Jorginho
3415,16/09/2016,2016-09-16,Campeonato Brasileiro Serie B,Joinville,casa,2,0,,Jorginho
3416,21/09/2016,2016-09-21,Copa do Brasil,Santos,casa,2,2,,Jorginho
3417,24/09/2016,2016-09-24,Campeonato Brasileiro Serie B,Atlético-GO,casa,2,0,,Jorginho
3418,01/10/2016,2016-10-01,Campeonato Brasileiro Serie B,Náutico,fora,1,3,,Jorginho
3419,04/10/2016,2016-10-04,Campeonato Brasileiro Serie B,Paysandu,fora,1,3,,Jorginho
3420,08/10/2016,2016-10-08,Campeonato Brasileiro Serie B,Londrina,casa,1,0,,Jorginho
3421,15/10/2016,2016-10-15,Campeonato Brasileiro Serie B,CRB,casa,1,2,,Jorginho
3422,22/10/2016,2016-10-22,Campeonato Brasileiro Serie B,Paraná,fora,1,0,,Jorginho
3423,26/10/2016,2016-10-26,Campeonato Brasileiro Serie B,Avaí,casa,0,0,,Jorginho
3424,05/11/2016,2016-11-05,Campeonato Brasileiro Serie B,Brasil,fora,1,2,,Jorginho
3425,08/11/2016,2016-11-08,Campeonato Brasileiro Serie B,Luverdense,casa,1,1,,Jorginho
3426,12/11/2016,2016-11-12,Campeonato Brasileiro Serie B,Bragantino,fora,2,1,,Jorginho
3427,19/11/2016,2016-11-19,Campeonato Brasileiro Serie B,Criciúma,fora,0,1,,Jorginho
3428,26/11/2016,2016-11-26,Campeonato Brasileiro Serie B,Ceará,casa,2,1,,Jorginho
