id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
4602,03/01/2000,2000-01-03,Amistoso,Sel. Argélia,casa,7,0,,Antônio Lopes
4575,06/01/2000,2000-01-06,Mundial de Clubes,South Melbourne,casa,2,0,,Antônio Lopes
4576,08/01/2000,2000-01-08,Mundial de Clubes,Manchester United,fora,3,1,,Antônio Lopes
4577,11/01/2000,2000-01-11,Mundial de Clubes,Necaxa,casa,2,1,,Antônio Lopes
4578,14/01/2000,2000-01-14,Mundial de Clubes,Corinthians,fora,0,0,,Antônio Lopes
4592,23/01/2000,2000-01-23,Torneio Rio-São Paulo,Palmeiras,casa,3,3,,Antônio Lopes
4593,27/01/2000,2000-01-27,Torneio Rio-São Paulo,Fluminense,fora,2,1,,Antônio Lopes
4594,30/01/2000,2000-01-30,Torneio Rio-São Paulo,Corinthians,casa,1,0,,Antônio Lopes
4595,05/02/2000,2000-02-05,Torneio Rio-São Paulo,Palmeiras,fora,1,2,,Antônio Lopes
4596,09/02/2000,2000-02-09,Torneio Rio-São Paulo,Fluminense,casa,1,0,,Antônio Lopes
4597,13/02/2000,2000-02-13,Torneio Rio-São Paulo,Corinthians,fora,1,1,,Antônio Lopes
4598,19/02/2000,2000-02-19,Torneio Rio-São Paulo,São Paulo,fora,3,0,,Antônio Lopes
4599,23/02/2000,2000-02-23,Torneio Rio-São Paulo,São Paulo,casa,2,1,,Antônio Lopes
4600,26/02/2000,2000-02-26,Torneio Rio-São Paulo,Palmeiras,casa,1,2,,Antônio Lopes
4601,01/03/2000,2000-03-01,Torneio Rio-São Paulo,Palmeiras,fora,4,0,,Antônio Lopes
4553,12/03/2000,2000-03-12,Campeonato Carioca,Madureira,casa,2,0,,Antônio Lopes
4548,15/03/2000,2000-03-15,Copa do Brasil,Botafogo-PB,fora,3,1,,Antônio Lopes
4554,18/03/2000,2000-03-18,Campeonato Carioca,Bangu,casa,3,0,,Antônio Lopes
4555,22/03/2000,2000-03-22,Campeonato Carioca,Friburguense,fora,1,0,,Antônio Lopes
4556,25/03/2000,2000-03-25,Campeonato Carioca,Americano,casa,6,0,,Antônio Lopes
4557,29/03/2000,2000-03-29,Campeonato Carioca,Olaria,fora,4,1,,Antônio Lopes
4558,02/04/2000,2000-04-02,Campeonato Carioca,Fluminense,fora,3,2,,Antônio Lopes
4559,09/04/2000,2000-04-09,Campeonato Carioca,Botafogo,casa,0,0,,Antônio Lopes
4560,12/04/2000,2000-04-12,Campeonato Carioca,V. Redonda,fora,3,0,,Antônio Lopes
4561,15/04/2000,2000-04-15,Campeonato Carioca,América,fora,3,1,,Antônio Lopes
4562,19/04/2000,2000-04-19,Campeonato Carioca,Cabo Frio,casa,5,0,,Antônio Lopes
4563,23/04/2000,2000-04-23,Campeonato Carioca,Flamengo,fora,5,1,,Antônio Lopes
4549,27/04/2000,2000-04-27,Copa do Brasil,Ponte Preta,casa,1,1,,Antônio Lopes
4564,30/04/2000,2000-04-30,Campeonato Carioca,Madureira,fora,3,1,,Antônio Lopes
4550,03/05/2000,2000-05-03,Copa do Brasil,Ponte Preta,fora,1,0,,Antônio Lopes
4565,06/05/2000,2000-05-06,Campeonato Carioca,América,casa,1,2,,Antônio Lopes
4566,10/05/2000,2000-05-10,Campeonato Carioca,Americano,fora,2,0,,Antônio Lopes
4567,13/05/2000,2000-05-13,Campeonato Carioca,Olaria,casa,6,1,,Antônio Lopes
4568,17/05/2000,2000-05-17,Campeonato Carioca,Bangu,fora,4,1,,Antônio Lopes
4569,21/05/2000,2000-05-21,Campeonato Carioca,Fluminense,casa,0,1,,Antônio Lopes
4551,24/05/2000,2000-05-24,Copa do Brasil,Fluminense,fora,1,1,,Antônio Lopes
