id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
3782,01/06/2011,2011-06-01,Copa do Brasil,Coritiba-PR,casa,1,0,,Ricardo Gomes
3783,05/06/2011,2011-06-05,Campeonato Brasileiro Serie A,Coritiba-PR,fora,1,5,,Ricardo Gomes
3784,08/06/2011,2011-06-08,Copa do Brasil,Coritiba-PR,fora,2,3,,Ricardo Gomes
3785,11/06/2011,2011-06-11,Campeonato Brasileiro Serie A,Figueirense-SC,casa,1,1,,Ricardo Gomes
3786,19/06/2011,2011-06-19,Campeonato Brasileiro Serie A,Grêmio-RS,fora,1,1,,Ricardo Gomes
3787,26/06/2011,2011-06-26,Campeonato Brasileiro Serie A,Atlético-GO,fora,1,0,,Ricardo Gomes
3788,29/06/2011,2011-06-29,Campeonato Brasileiro Serie A,Cruzeiro-MG,casa,0,3,,Ricardo Gomes
3789,06/07/2011,2011-07-06,Campeonato Brasileiro Serie A,Corinthians-SP,fora,1,2,,Ricardo Gomes
3790,09/07/2011,2011-07-09,Campeonato Brasileiro Serie A,Internacional-RS,casa,2,0,,Ricardo Gomes
3791,16/07/2011,2011-07-16,Campeonato Brasileiro Serie A,Atlético-PR,casa,2,1,,Ricardo Gomes
3792,24/07/2011,2011-07-24,Campeonato Brasileiro Serie A,Atlético-MG,fora,2,1,,Ricardo Gomes
3793,28/07/2011,2011-07-28,Campeonato Brasileiro Serie A,Bahia-BA,casa,1,1,,Ricardo Gomes
3794,31/07/2011,2011-07-31,Campeonato Brasileiro Serie A,São Paulo-SP,fora,2,0,,Ricardo Gomes
3795,03/08/2011,2011-08-03,Campeonato Brasileiro Serie A,Santos-SP,casa,2,0,,Ricardo Gomes
3796,07/08/2011,2011-08-07,Campeonato Brasileiro Serie A,Botafogo-RJ,fora,0,4,,Ricardo Gomes
3797,11/08/2011,2011-08-11,Copa Sul-Americana,Palmeiras-SP,casa,2,0,,Ricardo Gomes
3798,14/08/2011,2011-08-14,Campeonato Brasileiro Serie A,Palmeiras-SP,casa,1,0,,Ricardo Gomes
3799,17/08/2011,2011-08-17,Campeonato Brasileiro Serie A,Avaí-SC,fora,2,0,,Ricardo Gomes
3800,21/08/2011,2011-08-21,Campeonato Brasileiro Serie A,Fluminense-RJ,casa,1,1,,Ricardo Gomes
3801,25/08/2011,2011-08-25,Copa Sul-Americana,Palmeiras-SP,fora,1,3,,Ricardo Gomes
3802,28/08/2011,2011-08-28,Campeonato Brasileiro Serie A,Flamengo-RJ,fora,0,0,,Ricardo Gomes
3803,31/08/2011,2011-08-31,Campeonato Brasileiro Serie A,Ceará-CE,casa,3,1,,Ricardo Gomes
3804,04/09/2011,2011-09-04,Campeonato Brasileiro Serie A,América-MG,fora,1,4,,Ricardo Gomes
3805,08/09/2011,2011-09-08,Campeonato Brasileiro Serie A,Coritiba-PR,casa,2,0,,Ricardo Gomes
3806,11/09/2011,2011-09-11,Campeonato Brasileiro Serie A,Figueirense-SC,fora,1,1,,Ricardo Gomes
3807,17/09/2011,2011-09-17,Campeonato Brasileiro Serie A,Grêmio-RS,casa,4,0,,Ricardo Gomes
3808,22/09/2011,2011-09-22,Campeonato Brasileiro Serie A,Atlético-GO,casa,1,1,,Ricardo Gomes
3809,25/09/2011,2011-09-25,Campeonato Brasileiro Serie A,Cruzeiro-MG,fora,3,0,,Ricardo Gomes
3810,02/10/2011,2011-10-02,Campeonato Brasileiro Serie A,Corinthians-SP,casa,2,2,,Ricardo Gomes
3811,05/10/2011,2011-10-05,Copa Sul-Americana,Aurora-BOL,fora,1,3,,Ricardo Gomes
3812,09/10/2011,2011-10-09,Campeonato Brasileiro Serie A,Internacional-RS,fora,0,3,,Ricardo Gomes
3813,13/10/2011,2011-10-13,Campeonato Brasileiro Serie A,Atlético-PR,fora,2,2,,Ricardo Gomes
3814,16/10/2011,2011-10-16,Campeonato Brasileiro Serie A,Atlético-MG,casa,2,0,,Ricardo Gomes
3815,23/10/2011,2011-10-23,Campeonato Brasileiro Serie A,Bahia-BA,fora,2,0,,Ricardo Gomes
3816,26/10/2011,2011-10-26,Copa Sul-Americana,Aurora-BOL,casa,8,3,,Ricardo Gomes
3817,30/10/2011,2011-10-30,Campeonato Brasileiro Serie A,São Paulo-SP,casa,0,0,,Ricardo Gomes
3818,02/11/2011,2011-11-02,Copa Sul-Americana,Universitario-PER,fora,0,2,,Ricardo Gomes
3819,06/11/2011,2011-11-06,Campeonato Brasileiro Serie A,Santos-SP,fora,0,2,,Ricardo Gomes
3820,09/11/2011,2011-11-09,Copa Sul-Americana,Universitario-PER,casa,5,2,,Ricardo Gomes
3821,13/11/2011,2011-11-13,Campeonato Brasileiro Serie A,Botafogo-RJ,casa,2,0,,Ricardo Gomes
3822,16/11/2011,2011-11-16,Campeonato Brasileiro Serie A,Palmeiras-SP,fora,1,1,,Ricardo Gomes
3823,19/11/2011,2011-11-19,Campeonato Brasileiro Serie A,Avaí-SC,casa,2,0,,Ricardo Gomes
3824,23/11/2011,2011-11-23,Copa Sul-Americana,Universidad-CHI,casa,1,1,,Ricardo Gomes
3825,27/11/2011,2011-11-27,Campeonato Brasileiro Serie A,Fluminense-RJ,fora,2,1,,Ricardo Gomes
3826,30/11/2011,2011-11-30,Copa Sul-Americana,Universidad-CHI,fora,0,2,,Ricardo Gomes
3827,04/12/2011,2011-12-04,Campeonato Brasileiro Serie A,Flamengo-RJ,casa,1,1,,Ricardo Gomes
