id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
3468,03/08/2017,2017-08-03,Campeonato Brasileiro Serie A,Cruzeiro,casa,0,3,,Zé Ricardo
3469,06/08/2017,2017-08-06,Campeonato Brasileiro Serie A,Ponte Preta,fora,0,0,,Zé Ricardo
3470,13/08/2017,2017-08-13,Campeonato Brasileiro Serie A,Palmeiras,casa,1,1,,Zé Ricardo
3471,20/08/2017,2017-08-20,Campeonato Brasileiro Serie A,Bahia,fora,0,3,,Zé Ricardo
3472,26/08/2017,2017-08-26,Campeonato Brasileiro Serie A,Fluminense,fora,1,0,,Zé Ricardo
3473,09/09/2017,2017-09-09,Campeonato Brasileiro Serie A,Grêmio,casa,1,0,,Zé Ricardo
3474,17/09/2017,2017-09-17,Campeonato Brasileiro Serie A,Corinthians,fora,0,1,,Zé Ricardo
3475,25/09/2017,2017-09-25,Campeonato Brasileiro Serie A,Sport,fora,1,1,,Zé Ricardo
3476,30/09/2017,2017-09-30,Campeonato Brasileiro Serie A,Chapecoense,casa,1,1,,Zé Ricardo
3477,11/10/2017,2017-10-11,Campeonato Brasileiro Serie A,Avaí,fora,2,1,,Zé Ricardo
3478,14/10/2017,2017-10-14,Campeonato Brasileiro Serie A,Botafogo,casa,1,0,,Zé Ricardo
3479,18/10/2017,2017-10-18,Campeonato Brasileiro Serie A,Atlético-GO,fora,1,0,,Zé Ricardo
3480,21/10/2017,2017-10-21,Campeonato Brasileiro Serie A,Coritiba,casa,1,1,,Zé Ricardo
3481,28/10/2017,2017-10-28,Campeonato Brasileiro Serie A,Flamengo,fora,0,0,,Zé Ricardo
3482,05/11/2017,2017-11-05,Campeonato Brasileiro Serie A,Vitória,casa,1,1,,Zé Ricardo
3483,08/11/2017,2017-11-08,Campeonato Brasileiro Serie A,Santos,fora,2,1,,Zé Ricardo
3484,12/11/2017,2017-11-12,Campeonato Brasileiro Serie A,São Paulo,casa,1,1,,Zé Ricardo
3485,15/11/2017,2017-11-15,Campeonato Brasileiro Serie A,Atlético-MG,casa,1,1,,Zé Ricardo
3486,19/11/2017,2017-11-19,Campeonato Brasileiro Serie A,Atlético-PR,fora,1,3,,Zé Ricardo
3487,26/11/2017,2017-11-26,Campeonato Brasileiro Serie A,Cruzeiro,fora,1,0,,Zé Ricardo
3488,03/12/2017,2017-12-03,Campeonato Brasileiro Serie A,Ponte Preta,casa,2,1,,Zé Ricardo
