id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
4158,27/08/2006,2006-08-27,Campeonato Brasileiro Serie A,Internacional,fora,2,1,,Valdir Espinosa
4159,31/08/2006,2006-08-31,Campeonato Brasileiro Serie A,Ponte Preta,casa,2,2,,Valdir Espinosa
4160,03/09/2006,2006-09-03,Campeonato Brasileiro Serie A,Fluminense,fora,1,1,,Valdir Espinosa
4137,06/09/2006,2006-09-06,Copa Sul-Americana,Corinthians-SP,casa,0,1,,Valdir Espinosa
4161,09/09/2006,2006-09-09,Campeonato Brasileiro Serie A,Grêmio,casa,1,1,,Valdir Espinosa
4138,13/09/2006,2006-09-13,Copa Sul-Americana,Corinthians-SP,fora,1,3,,Valdir Espinosa
4162,16/09/2006,2006-09-16,Campeonato Brasileiro Serie A,Goiás,casa,0,0,,Valdir Espinosa
4163,20/09/2006,2006-09-20,Campeonato Brasileiro Serie A,Corinthians,fora,1,1,,Valdir Espinosa
4164,24/09/2006,2006-09-24,Campeonato Brasileiro Serie A,Botafogo,casa,0,0,,Valdir Espinosa
4165,04/10/2006,2006-10-04,Campeonato Brasileiro Serie A,São Paulo,fora,1,5,,Valdir Espinosa
4166,07/10/2006,2006-10-07,Campeonato Brasileiro Serie A,Fortaleza,casa,2,0,,Valdir Espinosa
4167,15/10/2006,2006-10-15,Campeonato Brasileiro Serie A,Santa Cruz,fora,4,0,,Valdir Espinosa
4168,18/10/2006,2006-10-18,Campeonato Brasileiro Serie A,Palmeiras,casa,3,0,,Valdir Espinosa
4169,26/10/2006,2006-10-26,Campeonato Brasileiro Serie A,Flamengo,casa,3,1,,Valdir Espinosa
4170,01/11/2006,2006-11-01,Campeonato Brasileiro Serie A,Atlético,fora,4,6,,Valdir Espinosa
4171,05/11/2006,2006-11-05,Campeonato Brasileiro Serie A,Cruzeiro,fora,1,2,,Valdir Espinosa
4172,08/11/2006,2006-11-08,Campeonato Brasileiro Serie A,Paraná,casa,3,1,,Valdir Espinosa
4173,11/11/2006,2006-11-11,Campeonato Brasileiro Serie A,Juventude,casa,1,1,,Valdir Espinosa
4174,19/11/2006,2006-11-19,Campeonato Brasileiro Serie A,São Caetano,fora,1,0,,Valdir Espinosa
4175,26/11/2006,2006-11-26,Campeonato Brasileiro Serie A,Santos,casa,1,1,,Valdir Espinosa
4176,03/12/2006,2006-12-03,Campeonato Brasileiro Serie A,Figueirense,fora,0,0,,Valdir Espinosa
