id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
4247,27/06/2004,2004-06-27,Campeonato Brasileiro Serie A,Internacional,fora,3,1,,Valdir Espinosa
4248,03/07/2004,2004-07-03,Campeonato Brasileiro Serie A,Figueirense,fora,2,2,,Valdir Espinosa
4249,06/07/2004,2004-07-06,Campeonato Brasileiro Serie A,Vitória,casa,3,1,,Valdir Espinosa
4250,10/07/2004,2004-07-10,Campeonato Brasileiro Serie A,Flamengo,fora,1,0,,Valdir Espinosa
4251,13/07/2004,2004-07-13,Campeonato Brasileiro Serie A,Coritiba,casa,2,3,,Valdir Espinosa
4252,17/07/2004,2004-07-17,Campeonato Brasileiro Serie A,Ponte Preta,fora,2,3,,Joel Santana
4253,20/07/2004,2004-07-20,Campeonato Brasileiro Serie A,Cruzeiro,casa,3,2,,Joel Santana
4254,24/07/2004,2004-07-24,Campeonato Brasileiro Serie A,São Paulo,fora,0,1,,Joel Santana
4255,29/07/2004,2004-07-29,Campeonato Brasileiro Serie A,Goiás,casa,3,1,,Joel Santana
4256,01/08/2004,2004-08-01,Campeonato Brasileiro Serie A,Juventude,fora,1,1,,Joel Santana
4257,04/08/2004,2004-08-04,Campeonato Brasileiro Serie A,Corinthians,casa,1,3,,Joel Santana
4258,08/08/2004,2004-08-08,Campeonato Brasileiro Serie A,Atlético-PR,fora,0,2,,Joel Santana
4259,11/08/2004,2004-08-11,Campeonato Brasileiro Serie A,Santos,casa,2,3,,Joel Santana
4260,15/08/2004,2004-08-15,Campeonato Brasileiro Serie A,Criciúma,fora,0,1,,Joel Santana
4261,19/08/2004,2004-08-19,Campeonato Brasileiro Serie A,Atlético-MG,casa,3,0,,Joel Santana
4262,22/08/2004,2004-08-22,Campeonato Brasileiro Serie A,Guarani,fora,1,1,,Joel Santana
4263,29/08/2004,2004-08-29,Campeonato Brasileiro Serie A,Fluminense,casa,1,1,,Joel Santana
4264,02/09/2004,2004-09-02,Campeonato Brasileiro Serie A,Grêmio,fora,2,1,,Joel Santana
4265,07/09/2004,2004-09-07,Campeonato Brasileiro Serie A,Paysandu,casa,0,1,,Joel Santana
4266,11/09/2004,2004-09-11,Campeonato Brasileiro Serie A,São Caetano,casa,1,2,,Joel Santana
4267,19/09/2004,2004-09-19,Campeonato Brasileiro Serie A,Botafogo,fora,2,2,,Joel Santana
4268,26/09/2004,2004-09-26,Campeonato Brasileiro Serie A,Palmeiras,casa,2,5,,Joel Santana
4269,29/09/2004,2004-09-29,Campeonato Brasileiro Serie A,Paraná,fora,1,2,,Joel Santana
4270,02/10/2004,2004-10-02,Campeonato Brasileiro Serie A,Internacional,casa,2,0,,Joel Santana
4271,06/10/2004,2004-10-06,Campeonato Brasileiro Serie A,Figueirense,casa,1,0,,Joel Santana
4303,09/10/2004,2004-10-09,Amistoso,Volta Redonda-RJ,fora,0,0,,Joel Santana
4272,16/10/2004,2004-10-16,Campeonato Brasileiro Serie A,Vitória,fora,1,4,,Joel Santana
4273,24/10/2004,2004-10-24,Campeonato Brasileiro Serie A,Flamengo,casa,1,0,,Joel Santana
4274,27/10/2004,2004-10-27,Campeonato Brasileiro Serie A,Coritiba,fora,1,0,,Joel Santana
4275,31/10/2004,2004-10-31,Campeonato Brasileiro Serie A,Ponte Preta,casa,2,2,,Joel Santana
4276,07/11/2004,2004-11-07,Campeonato Brasileiro Serie A,Cruzeiro,fora,2,3,,Joel Santana
4277,14/11/2004,2004-11-14,Campeonato Brasileiro Serie A,São Paulo,casa,0,0,,Joel Santana
4278,21/11/2004,2004-11-21,Campeonato Brasileiro Serie A,Goiás,fora,2,3,,Joel Santana
4279,28/11/2004,2004-11-28,Campeonato Brasileiro Serie A,Juventude,casa,1,1,,Joel Santana
4280,04/12/2004,2004-12-04,Campeonato Brasileiro Serie A,Corinthians,fora,1,3,,Joel Santana
4281,12/12/2004,2004-12-12,Campeonato Brasileiro Serie A,Atlético-PR,casa,1,0,,Joel Santana
4282,19/12/2004,2004-12-19,Campeonato Brasileiro Serie A,Santos,fora,1,2,,Joel Santana
