id,data,date_iso,competicao,adversario,local,vasco_goals,opponent_goals,observation,tecnico
4382,11/09/2002,2002-09-11,Campeonato Brasileiro Serie A,Paysandu,fora,0,2,,Antônio Lopes
4383,15/09/2002,2002-09-15,Campeonato Brasileiro Serie A,Botafogo,fora,1,1,,Antônio Lopes
4384,18/09/2002,2002-09-18,Campeonato Brasileiro Serie A,Santos,casa,1,2,,Antônio Lopes
4385,22/09/2002,2002-09-22,Campeonato Brasileiro Serie A,Internacional,casa,1,1,,Antônio Lopes
4386,25/09/2002,2002-09-25,Campeonato Brasileiro Serie A,Cruzeiro,fora,0,4,,Antônio Lopes
4387,29/09/2002,2002-09-29,Campeonato Brasileiro Serie A,Portuguesa,casa,4,0,,Antônio Lopes
4388,05/10/2002,2002-10-05,Campeonato Brasileiro Serie A,Guarani,fora,2,1,,Antônio Lopes
4389,12/10/2002,2002-10-12,Campeonato Brasileiro Serie A,São Caetano,fora,0,2,,Antônio Lopes
4390,16/10/2002,2002-10-16,Campeonato Brasileiro Serie A,Flamengo,casa,2,1,,Gaúcho
4391,19/10/2002,2002-10-19,Campeonato Brasileiro Serie A,Paraná,casa,1,0,,Gaúcho
4392,23/10/2002,2002-10-23,Campeonato Brasileiro Serie A,Bahia,fora,2,4,,Gaúcho
4393,31/10/2002,2002-10-31,Campeonato Brasileiro Serie A,Fluminense,fora,1,2,,Gaúcho
4394,03/11/2002,2002-11-03,Campeonato Brasileiro Serie A,Palmeiras,casa,1,0,,Gaúcho
4395,06/11/2002,2002-11-06,Campeonato Brasileiro Serie A,São Paulo,fora,3,5,,Gaúcho
4396,09/11/2002,2002-11-09,Campeonato Brasileiro Serie A,Vitória,casa,4,1,,Gaúcho
4397,13/11/2002,2002-11-13,Campeonato Brasileiro Serie A,Ponte Preta,casa,2,0,,Gaúcho
4398,17/11/2002,2002-11-17,Campeonato Brasileiro Serie A,Corinthians,fora,1,1,,Gaúcho
